id,entrada_canonica,variantes,grafias_alternativas,tipo_de_entrada,tipo_morfologico,origem,forma_original,transliteracao,significado_nuclear,significados_contextuais,significado_literal,definicao_medica,categoria_semantica,sistema,subarea,disciplinas,produtividade,frequencia_curricular,transferibilidade,risco_de_confusao,prioridade,nivel,exemplos,termos_de_inferencia,contrastes,sinonimos,falsos_amigos,equivalente_grego,equivalente_latino,equivalente_ingles,explicacao_leiga,limites_etimologicos,fonte,confianca,status_validacao,destino_pedagogico,nota_que_cobre,gera_card,direcao_do_card,numero_de_cards,conceito_complementar,id_anki,tags,observacoes
etim-v2-suf-opsia,-opsia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,visão,,visão,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,hemianopsia,,,,,,,,visão,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-opsia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-opsia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-osmia,-osmia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,olfato,,olfato,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,anosmia,,,,,,,,olfato,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-osmia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-osmia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-geusia,-geusia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,paladar,,paladar,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,ageusia,,,,,,,,paladar,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-geusia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-geusia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-dipsia,-dipsia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,sede,,sede,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,polidipsia,,,,,,,,sede,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-dipsia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-dipsia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-orexia,-orexia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,apetite,,apetite,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,anorexia,,,,,,,,apetite,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-orexia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-orexia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-emese,-emese,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,vômito,,vômito,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,hematêmese,,,,,,,,vômito,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-emese,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-emese;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-centese,-centese,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,punção cirúrgica,,punção cirúrgica,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,amniocentese,,,,,,,,punção cirúrgica,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-centese,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-centese;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-clasia,-clasia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,fratura cirúrgica,,fratura cirúrgica,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,osteoclasia,,,,,,,,fratura cirúrgica,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-clasia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-clasia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-dese,-dese,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,fusão ou fixação,,fusão ou fixação,,sufixo,transversal,,transversal,3,3,2,1,25,nucleo,artrodese,,,,,,,,fusão ou fixação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-dese,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-dese;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-ectomia,-ectomia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,remoção cirúrgica,,remoção cirúrgica,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,gastrectomia,,,,,,,,remoção cirúrgica,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-ectomia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-ectomia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-grafia,-grafia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,processo de registro,,processo de registro,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,angiografia,,,,,,,,processo de registro,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-grafia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-grafia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-grama,-grama,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,registro produzido,,registro produzido,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,eletrocardiograma,,,,,,,,registro produzido,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-grama,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-grama;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-metria,-metria,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,processo de medição,,processo de medição,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,espirometria,,,,,,,,processo de medição,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-metria,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-metria;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-metro,-metro,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,instrumento de medição,,instrumento de medição,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,oxímetro,,,,,,,,instrumento de medição,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-metro,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-metro;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-pexia,-pexia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,fixação cirúrgica,,fixação cirúrgica,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,gastropexia,,,,,,,,fixação cirúrgica,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-pexia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-pexia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-plastia,-plastia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,reparo ou remodelagem,,reparo ou remodelagem,,sufixo,transversal,,transversal,3,3,2,1,25,nucleo,rinoplastia,,,,,,,,reparo ou remodelagem,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-plastia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-plastia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-rafia,-rafia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,sutura,,sutura,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,herniorrafia,,,,,,,,sutura,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-rafia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-rafia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-scopia,-scopia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,exame visual,,exame visual,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,endoscopia,,,,,,,,exame visual,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-scopia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-scopia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-stomia,-stomia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,criação de abertura,,criação de abertura,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,colostomia,,,,,,,,criação de abertura,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-stomia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-stomia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-tomia,-tomia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,incisão,,incisão,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,laparotomia,,,,,,,,incisão,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-tomia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-tomia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-tripsia,-tripsia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,fragmentação,,fragmentação,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,litotripsia,,,,,,,,fragmentação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-tripsia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-tripsia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-logia,-logia,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,estudo,,estudo,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,cardiologia,,,,,,,,estudo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-logia,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-logia;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-logo,-logo,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,especialista,,especialista,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,cardiólogo,,,,,,,,especialista,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-logo,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-logo;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-iatra,-iatra,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,médico especialista,,médico especialista,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,pediatra,,,,,,,,médico especialista,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-iatra,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-iatra;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-iatria,-iatria,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,especialidade médica,,especialidade médica,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,pediatria,,,,,,,,especialidade médica,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-iatria,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-iatria;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-poiese,-poiese,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,produção ou formação,,produção ou formação,,sufixo,transversal,,transversal,3,3,2,1,25,nucleo,hematopoiese,,,,,,,,produção ou formação,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-poiese,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-poiese;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-blasto,-blasto,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,célula precursora,,célula precursora,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,osteoblasto,,,,,,,,célula precursora,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-blasto,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-blasto;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-cito,-cito,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,célula,,célula,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,eritrócito,,,,,,,,célula,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-cito,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-cito;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-fago,-fago,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,célula que ingere,,célula que ingere,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,macrófago,,,,,,,,célula que ingere,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-fago,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-fago;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-ina,-ina,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,substância,,substância,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,insulina,,,,,,,,substância,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-ina,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-ina;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-ase,-ase,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,enzima,,enzima,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,lipase,,,,,,,,enzima,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-ase,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-ase;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-ico,-ico,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,relativo a,,relativo a,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,gástrico,,,,,,,,relativo a,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-ico,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-ico;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-suf-al,-al,,,morfema,sufixo,greco-latina; confirmar étimo apenas quando necessário,,,relativo a,,relativo a,,sufixo,transversal,,transversal,3,3,2,0,23,nucleo,renal,,,,,,,,relativo a,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-suf-al,sim,reconhecimento,1,,,etim_uid::etim-v2-suf-al;terminologia::nivel::nucleo;terminologia::tipo::sufixo,Texto PT-BR; forma citada preservada.
etim-v2-rai-cit-o,cit/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,célula,,célula,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,citologia,,,,,,,,célula,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-cit-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-cit-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-hist-o,hist/o,,,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,tecido,,tecido,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,histologia,,,,,,,,tecido,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-hist-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-hist-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
etim-v2-rai-cari-o,cari/o,kary/o,kary/o,morfema,raiz,greco-latina; confirmar étimo apenas quando necessário,,,núcleo,,núcleo,,raiz,celula_tecidos_embriologia,,celula;tecidos;embriologia,3,3,2,0,23,nucleo,cariótipo,,,,,,,,núcleo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-rai-cari-o,sim,reconhecimento,1,,,etim_uid::etim-v2-rai-cari-o;terminologia::nivel::nucleo;terminologia::tipo::raiz,Texto PT-BR; forma citada preservada.
